Country,Year,Age,Sex,N_of_people_convicted,Mid_year_population_estimate
SCO,1997,46,Female,61,33515
SCO,1997,47,Female,68,33812
SCO,1997,48,Female,48,34968
SCO,1997,49,Female,34,36384
SCO,1997,50,Female,37,39617
SCO,1997,51,Female,25,30617
SCO,1997,52,Female,32,29616
SCO,1997,53,Female,25,30667
SCO,1997,54,Female,28,30401
SCO,1997,55,Female,18,28619
SCO,1997,56,Female,15,27411
SCO,1997,57,Female,17,28426
SCO,1997,58,Female,11,28456
SCO,1997,59,Female,15,28237
SCO,1997,60,Female,7,27983
SCO,1997,61,Female,6,27713
SCO,1997,62,Female,4,27400
SCO,1997,63,Female,2,26645
SCO,1997,64,Female,0,26330
SCO,1997,65,Female,1,27203
SCO,1997,66,Female,2,26822
SCO,1997,67,Female,6,26478
SCO,1997,68,Female,2,25821
SCO,1997,69,Female,0,24645
SCO,1997,70,Female,0,24502
SCO,1997,71,Female,0,24604
SCO,1997,72,Female,2,23394
SCO,1997,73,Female,2,23042
SCO,1997,74,Female,1,22034
SCO,1997,75,Female,2,22491
SCO,1997,76,Female,1,22377
SCO,1997,77,Female,1,22768
SCO,1997,78,Female,2,15474
SCO,1997,79,Female,1,14061
SCO,1997,80,Female,0,14049
SCO,1997,81,Female,0,14465
SCO,1997,82,Female,0,14354
SCO,1997,83,Female,0,13349
SCO,1997,84,Female,0,11868
SCO,1997,85,Female,0,10560
SCO,1997,86,Female,0,9410
SCO,1997,87,Female,0,8534
SCO,1997,88,Female,0,7453
SCO,1997,89,Female,0,6165
SCO,1997,90 & over,Female,0,20170
SCO,1998,16,Female,366,31104
SCO,1998,17,Female,436,32045
SCO,1998,18,Female,382,31619
SCO,1998,19,Female,358,31745
SCO,1998,20,Female,336,30592
SCO,1998,21,Female,314,29911
SCO,1998,22,Female,315,31801
SCO,1998,23,Female,330,32005
SCO,1998,24,Female,299,31753
SCO,1998,25,Female,312,33791
SCO,1998,26,Female,278,36231
SCO,1998,27,Female,269,38034
SCO,1998,28,Female,250,37949
SCO,1998,29,Female,253,39240
SCO,1998,30,Female,281,40582
SCO,1998,31,Female,254,40931
SCO,1998,32,Female,219,40816
SCO,1998,33,Female,222,42126
SCO,1998,34,Female,203,42272
SCO,1998,35,Female,195,41873
SCO,1998,36,Female,155,40830
SCO,1998,37,Female,149,40661
SCO,1998,38,Female,143,39475
SCO,1998,39,Female,122,39037
SCO,1998,40,Female,102,38325
SCO,1998,41,Female,102,37138
SCO,1998,42,Female,97,35966
SCO,1998,43,Female,79,34647
SCO,1998,44,Female,66,34420
SCO,1998,45,Female,58,33607
SCO,1998,46,Female,59,32625
SCO,1998,47,Female,49,33468
SCO,1998,48,Female,43,33800
SCO,1998,49,Female,38,34888
SCO,1998,50,Female,35,36274
SCO,1998,51,Female,29,39523
SCO,1998,52,Female,19,30546
SCO,1998,53,Female,21,29594
SCO,1998,54,Female,18,30604
SCO,1998,55,Female,18,30300
SCO,1998,56,Female,12,28500
SCO,1998,57,Female,8,27296
SCO,1998,58,Female,11,28329
SCO,1998,59,Female,6,28310
SCO,1998,60,Female,12,28044
SCO,1998,61,Female,8,27751
SCO,1998,62,Female,2,27533
SCO,1998,63,Female,3,27155
SCO,1998,64,Female,7,26410
SCO,1998,65,Female,3,26004
SCO,1998,66,Female,0,26845
SCO,1998,67,Female,2,26413
SCO,1998,68,Female,4,26074
SCO,1998,69,Female,1,25315
SCO,1998,70,Female,0,24038
SCO,1998,71,Female,0,23845
SCO,1998,72,Female,0,23988
SCO,1998,73,Female,1,22743
SCO,1998,74,Female,1,22328
SCO,1998,75,Female,0,21206
SCO,1998,76,Female,0,21573
SCO,1998,77,Female,0,21422
SCO,1998,78,Female,1,21650
SCO,1998,79,Female,0,14649
SCO,1998,80,Female,0,13257
SCO,1998,81,Female,0,13132
SCO,1998,82,Female,0,13453
SCO,1998,83,Female,0,13265
SCO,1998,84,Female,0,12221
SCO,1998,85,Female,0,10770
SCO,1998,86,Female,0,9444
SCO,1998,87,Female,0,8330
SCO,1998,88,Female,0,7479
SCO,1998,89,Female,0,6502
SCO,1998,90 & over,Female,5,20886
SCO,1999,16,Female,332,30447
SCO,1999,17,Female,381,30957
SCO,1999,18,Female,375,31989
SCO,1999,19,Female,353,33260
SCO,1999,20,Female,343,32307
SCO,1999,21,Female,285,30631
SCO,1999,22,Female,267,29633
SCO,1999,23,Female,308,30965
SCO,1999,24,Female,279,31320
SCO,1999,25,Female,282,31389
SCO,1999,26,Female,288,33615
SCO,1999,27,Female,246,36174
SCO,1999,28,Female,239,37985
SCO,1999,29,Female,206,37906
SCO,1999,30,Female,231,39317
SCO,1999,31,Female,224,40619
SCO,1999,32,Female,218,40898
SCO,1999,33,Female,181,40868
SCO,1999,34,Female,183,42146
SCO,1999,35,Female,161,42221
SCO,1999,36,Female,161,41964
SCO,1999,37,Female,132,40860
SCO,1999,38,Female,140,40570
SCO,1999,39,Female,119,39371
SCO,1999,40,Female,112,39050
SCO,1999,41,Female,109,38297
SCO,1999,42,Female,82,37119
SCO,1999,43,Female,85,35916
SCO,1999,44,Female,62,34653
SCO,1999,45,Female,53,34379
SCO,1999,46,Female,46,33583
SCO,1999,47,Female,46,32581
SCO,1999,48,Female,45,33452
SCO,1999,49,Female,35,33779
SCO,1999,50,Female,29,34826
SCO,1999,51,Female,39,36164
SCO,1999,52,Female,25,39415
SCO,1999,53,Female,17,30508
SCO,1999,54,Female,15,29522
SCO,1999,55,Female,14,30497
SCO,1999,56,Female,9,30202
SCO,1999,57,Female,16,28385
SCO,1999,58,Female,14,27216
SCO,1999,59,Female,5,28192
SCO,1999,60,Female,3,28147
SCO,1999,61,Female,4,27830
SCO,1999,62,Female,4,27533
SCO,1999,63,Female,1,27272
SCO,1999,64,Female,0,26898
SCO,1999,65,Female,0,26106
SCO,1999,66,Female,5,25641
SCO,1999,67,Female,3,26473
SCO,1999,68,Female,3,25949
SCO,1999,69,Female,3,25598
SCO,1999,70,Female,1,24767
SCO,1999,71,Female,1,23416
SCO,1999,72,Female,0,23133
SCO,1999,73,Female,0,23262
SCO,1999,74,Female,1,21993
SCO,1999,75,Female,0,21547
SCO,1999,76,Female,0,20351
SCO,1999,77,Female,0,20670
SCO,1999,78,Female,0,20372
SCO,1999,79,Female,0,20521
SCO,1999,80,Female,0,13794
SCO,1999,81,Female,0,12350
SCO,1999,82,Female,0,12160
SCO,1999,83,Female,0,12398
SCO,1999,84,Female,0,12093
SCO,1999,85,Female,0,11075
SCO,1999,86,Female,0,9601
SCO,1999,87,Female,0,8294
SCO,1999,88,Female,0,7167
SCO,1999,89,Female,0,6425
SCO,1999,90 & over,Female,2,21571
SCO,2000,16,Female,314,30393
SCO,2000,17,Female,355,30378
SCO,2000,18,Female,361,30918
SCO,2000,19,Female,363,33319
SCO,2000,20,Female,332,33887
SCO,2000,21,Female,300,32352
SCO,2000,22,Female,297,30242
SCO,2000,23,Female,235,28822
SCO,2000,24,Female,284,30322
SCO,2000,25,Female,270,30983
SCO,2000,26,Female,254,31176
SCO,2000,27,Female,248,33483
SCO,2000,28,Female,223,36013
SCO,2000,29,Female,242,37993
SCO,2000,30,Female,218,37880
SCO,2000,31,Female,212,39326
SCO,2000,32,Female,203,40565
SCO,2000,33,Female,208,40886
SCO,2000,34,Female,182,40933
SCO,2000,35,Female,171,42080
SCO,2000,36,Female,183,42229
SCO,2000,37,Female,162,42018
SCO,2000,38,Female,161,40871
SCO,2000,39,Female,133,40533
SCO,2000,40,Female,113,39310
SCO,2000,41,Female,119,39031
SCO,2000,42,Female,103,38263
SCO,2000,43,Female,95,37125
SCO,2000,44,Female,65,35900
SCO,2000,45,Female,52,34615
SCO,2000,46,Female,60,34360
SCO,2000,47,Female,48,33556
SCO,2000,48,Female,45,32547
SCO,2000,49,Female,34,33389
SCO,2000,50,Female,28,33714
SCO,2000,51,Female,34,34744
SCO,2000,52,Female,29,36093
SCO,2000,53,Female,23,39316
SCO,2000,54,Female,18,30417
SCO,2000,55,Female,21,29434
SCO,2000,56,Female,14,30390
SCO,2000,57,Female,8,30078
SCO,2000,58,Female,13,28254
SCO,2000,59,Female,9,27065
SCO,2000,60,Female,5,28073
SCO,2000,61,Female,2,27949
SCO,2000,62,Female,1,27571
SCO,2000,63,Female,4,27251
SCO,2000,64,Female,2,27062
SCO,2000,65,Female,2,26613
SCO,2000,66,Female,3,25824
SCO,2000,67,Female,2,25291
SCO,2000,68,Female,1,26024
SCO,2000,69,Female,1,25478
SCO,2000,70,Female,3,25072
SCO,2000,71,Female,1,24179
SCO,2000,72,Female,0,22762
SCO,2000,73,Female,1,22410
SCO,2000,74,Female,1,22495
SCO,2000,75,Female,0,21238
SCO,2000,76,Female,1,20724
SCO,2000,77,Female,0,19434
SCO,2000,78,Female,0,19693
SCO,2000,79,Female,1,19257
SCO,2000,80,Female,0,19297
SCO,2000,81,Female,0,12885
SCO,2000,82,Female,0,11415
SCO,2000,83,Female,0,11189
SCO,2000,84,Female,0,11355
SCO,2000,85,Female,0,10926
SCO,2000,86,Female,0,9976
SCO,2000,87,Female,0,8445
SCO,2000,88,Female,0,7190
SCO,2000,89,Female,0,6132
SCO,2000,90 & over,Female,2,22352
SCO,2001,16,Female,362,32125
SCO,2001,17,Female,352,30324
SCO,2001,18,Female,367,30180
SCO,2001,19,Female,355,31883
SCO,2001,20,Female,357,33931
SCO,2001,21,Female,364,33983
SCO,2001,22,Female,343,32109
SCO,2001,23,Female,288,29512
SCO,2001,24,Female,263,28151
SCO,2001,25,Female,266,30133
SCO,2001,26,Female,234,30818
SCO,2001,27,Female,248,31180
SCO,2001,28,Female,238,33509
SCO,2001,29,Female,233,36124
SCO,2001,30,Female,245,38051
SCO,2001,31,Female,207,37895
SCO,2001,32,Female,222,39509
SCO,2001,33,Female,219,40615
SCO,2001,34,Female,189,40985
SCO,2001,35,Female,211,40997
SCO,2001,36,Female,204,42137
SCO,2001,37,Female,194,42356
SCO,2001,38,Female,168,42155
SCO,2001,39,Female,161,40897
SCO,2001,40,Female,161,40538
SCO,2001,41,Female,114,39238
SCO,2001,42,Female,99,39094
SCO,2001,43,Female,82,38296
SCO,2001,44,Female,68,37164
SCO,2001,45,Female,73,35887
SCO,2001,46,Female,60,34601
SCO,2001,47,Female,41,34366
SCO,2001,48,Female,44,33566
SCO,2001,49,Female,38,32563
SCO,2001,50,Female,33,33331
SCO,2001,51,Female,39,33670
SCO,2001,52,Female,31,34658
SCO,2001,53,Female,37,36024
SCO,2001,54,Female,24,39262
SCO,2001,55,Female,21,30356
SCO,2001,56,Female,19,29402
SCO,2001,57,Female,15,30316
SCO,2001,58,Female,13,29922
SCO,2001,59,Female,17,28163
SCO,2001,60,Female,10,26942
SCO,2001,61,Female,11,27873
SCO,2001,62,Female,4,27759
SCO,2001,63,Female,2,27352
SCO,2001,64,Female,4,27003
SCO,2001,65,Female,9,26785
SCO,2001,66,Female,1,26357
SCO,2001,67,Female,1,25535
SCO,2001,68,Female,1,24952
SCO,2001,69,Female,3,25580
SCO,2001,70,Female,0,25004
SCO,2001,71,Female,2,24546
SCO,2001,72,Female,1,23626
SCO,2001,73,Female,0,22103
SCO,2001,74,Female,0,21659
SCO,2001,75,Female,0,21741
SCO,2001,76,Female,0,20487
SCO,2001,77,Female,0,19951
SCO,2001,78,Female,0,18564
SCO,2001,79,Female,0,18679
SCO,2001,80,Female,0,18253
SCO,2001,81,Female,1,18129
SCO,2001,82,Female,0,12064
SCO,2001,83,Female,0,10490
SCO,2001,84,Female,0,10220
SCO,2001,85,Female,0,10262
SCO,2001,86,Female,0,9843
SCO,2001,87,Female,0,8960
SCO,2001,88,Female,0,7411
SCO,2001,89,Female,0,6252
SCO,2001,90 & over,Female,2,23018
SCO,2002,16,Female,367,31873
SCO,2002,17,Female,386,31877
SCO,2002,18,Female,363,30199
SCO,2002,19,Female,382,31312
SCO,2002,20,Female,397,32826
SCO,2002,21,Female,402,34386
SCO,2002,22,Female,341,33950
SCO,2002,23,Female,343,31417
SCO,2002,24,Female,296,29015
SCO,2002,25,Female,274,27941
SCO,2002,26,Female,319,30129
SCO,2002,27,Female,282,30842
SCO,2002,28,Female,256,31242
SCO,2002,29,Female,273,33537
SCO,2002,30,Female,273,36222
SCO,2002,31,Female,272,38128
SCO,2002,32,Female,227,38016
SCO,2002,33,Female,230,39630
SCO,2002,34,Female,247,40652
SCO,2002,35,Female,230,40984
SCO,2002,36,Female,211,41054
SCO,2002,37,Female,208,42174
SCO,2002,38,Female,201,42390
SCO,2002,39,Female,171,42128
SCO,2002,40,Female,155,40885
SCO,2002,41,Female,130,40501
SCO,2002,42,Female,121,39139
SCO,2002,43,Female,115,39029
SCO,2002,44,Female,97,38233
SCO,2002,45,Female,78,37144
SCO,2002,46,Female,77,35875
SCO,2002,47,Female,58,34616
SCO,2002,48,Female,49,34261
SCO,2002,49,Female,36,33552
SCO,2002,50,Female,51,32544
SCO,2002,51,Female,40,33335
SCO,2002,52,Female,37,33608
SCO,2002,53,Female,26,34591
SCO,2002,54,Female,28,35955
SCO,2002,55,Female,30,39211
SCO,2002,56,Female,27,30258
SCO,2002,57,Female,17,29285
SCO,2002,58,Female,10,30219
SCO,2002,59,Female,7,29819
SCO,2002,60,Female,10,27988
SCO,2002,61,Female,12,26754
SCO,2002,62,Female,7,27668
SCO,2002,63,Female,8,27499
SCO,2002,64,Female,3,27126
SCO,2002,65,Female,3,26739
SCO,2002,66,Female,6,26461
SCO,2002,67,Female,0,25948
SCO,2002,68,Female,2,25173
SCO,2002,69,Female,4,24472
SCO,2002,70,Female,0,25087
SCO,2002,71,Female,0,24493
SCO,2002,72,Female,1,23951
SCO,2002,73,Female,1,22960
SCO,2002,74,Female,0,21389
SCO,2002,75,Female,0,20922
SCO,2002,76,Female,0,20941
SCO,2002,77,Female,1,19601
SCO,2002,78,Female,1,18993
SCO,2002,79,Female,0,17645
SCO,2002,80,Female,0,17601
SCO,2002,81,Female,0,17882
SCO,2002,82,Female,0,17455
SCO,2002,83,Female,0,11310
SCO,2002,84,Female,0,9956
SCO,2002,85,Female,0,9576
SCO,2002,86,Female,0,9319
SCO,2002,87,Female,0,8647
SCO,2002,88,Female,0,7879
SCO,2002,89,Female,0,6287
SCO,2002,90 & over,Female,0,21171
SCO,2003,16,Female,375,31519
SCO,2003,17,Female,325,31648
SCO,2003,18,Female,356,31628
SCO,2003,19,Female,323,31222
SCO,2003,20,Female,337,32095
SCO,2003,21,Female,353,33529
SCO,2003,22,Female,356,34439
SCO,2003,23,Female,351,33263
SCO,2003,24,Female,307,30950
SCO,2003,25,Female,268,28797
SCO,2003,26,Female,278,27931
SCO,2003,27,Female,264,30155
SCO,2003,28,Female,244,30842
SCO,2003,29,Female,246,31402
SCO,2003,30,Female,287,33698
SCO,2003,31,Female,245,36288
SCO,2003,32,Female,239,38207
SCO,2003,33,Female,242,38102
SCO,2003,34,Female,223,39696
SCO,2003,35,Female,234,40655
SCO,2003,36,Female,210,41039
SCO,2003,37,Female,207,41104
SCO,2003,38,Female,194,42230
SCO,2003,39,Female,168,42420
SCO,2003,40,Female,170,42174
SCO,2003,41,Female,140,40916
SCO,2003,42,Female,124,40450
SCO,2003,43,Female,111,39084
SCO,2003,44,Female,99,39004
SCO,2003,45,Female,70,38178
SCO,2003,46,Female,71,37085
SCO,2003,47,Female,63,35867
SCO,2003,48,Female,55,34584
SCO,2003,49,Female,43,34195
SCO,2003,50,Female,46,33534
SCO,2003,51,Female,41,32549
SCO,2003,52,Female,39,33292
SCO,2003,53,Female,32,33550
SCO,2003,54,Female,34,34574
SCO,2003,55,Female,26,35890
SCO,2003,56,Female,18,39128
SCO,2003,57,Female,18,30158
SCO,2003,58,Female,22,29141
SCO,2003,59,Female,12,30105
SCO,2003,60,Female,12,29711
SCO,2003,61,Female,6,27835
SCO,2003,62,Female,8,26561
SCO,2003,63,Female,4,27430
SCO,2003,64,Female,6,27272
SCO,2003,65,Female,3,26866
SCO,2003,66,Female,6,26439
SCO,2003,67,Female,3,26134
SCO,2003,68,Female,2,25574
SCO,2003,69,Female,2,24728
SCO,2003,70,Female,1,24039
SCO,2003,71,Female,0,24574
SCO,2003,72,Female,1,23893
SCO,2003,73,Female,1,23263
SCO,2003,74,Female,0,22226
SCO,2003,75,Female,1,20687
SCO,2003,76,Female,0,20119
SCO,2003,77,Female,0,20086
SCO,2003,78,Female,0,18725
SCO,2003,79,Female,0,17983
SCO,2003,80,Female,0,16652
SCO,2003,81,Female,0,16490
SCO,2003,82,Female,0,16643
SCO,2003,83,Female,0,16121
SCO,2003,84,Female,0,10351
SCO,2003,85,Female,0,9003
SCO,2003,86,Female,0,8543
SCO,2003,87,Female,0,8235
SCO,2003,88,Female,0,7534
SCO,2003,89,Female,0,6761
SCO,2003,90 & over,Female,0,21311
SCO,2004,16,Female,342,31782
SCO,2004,17,Female,388,31413
SCO,2004,18,Female,352,31611
SCO,2004,19,Female,345,33222
SCO,2004,20,Female,335,32195
SCO,2004,21,Female,350,32901
SCO,2004,22,Female,360,33762
SCO,2004,23,Female,348,34026
SCO,2004,24,Female,344,32933
SCO,2004,25,Female,330,30933
SCO,2004,26,Female,290,28973
SCO,2004,27,Female,251,28180
SCO,2004,28,Female,276,30319
SCO,2004,29,Female,273,31122
SCO,2004,30,Female,256,31579
SCO,2004,31,Female,273,33856
SCO,2004,32,Female,266,36547
SCO,2004,33,Female,266,38498
SCO,2004,34,Female,243,38296
SCO,2004,35,Female,231,39830
SCO,2004,36,Female,216,40799
SCO,2004,37,Female,218,41155
SCO,2004,38,Female,210,41211
SCO,2004,39,Female,206,42362
SCO,2004,40,Female,163,42496
SCO,2004,41,Female,157,42262
SCO,2004,42,Female,127,40966
SCO,2004,43,Female,125,40477
SCO,2004,44,Female,116,39069
SCO,2004,45,Female,96,39044
SCO,2004,46,Female,92,38140
SCO,2004,47,Female,70,37144
SCO,2004,48,Female,76,35891
SCO,2004,49,Female,49,34601
SCO,2004,50,Female,40,34236
SCO,2004,51,Female,25,33625
SCO,2004,52,Female,36,32534
SCO,2004,53,Female,43,33280
SCO,2004,54,Female,28,33544
SCO,2004,55,Female,22,34622
SCO,2004,56,Female,24,35893
SCO,2004,57,Female,15,39127
SCO,2004,58,Female,16,30068
SCO,2004,59,Female,13,29085
SCO,2004,60,Female,7,29948
SCO,2004,61,Female,8,29653
SCO,2004,62,Female,3,27719
SCO,2004,63,Female,7,26386
SCO,2004,64,Female,7,27225
SCO,2004,65,Female,1,27027
SCO,2004,66,Female,4,26574
SCO,2004,67,Female,3,26152
SCO,2004,68,Female,2,25741
SCO,2004,69,Female,1,25181
SCO,2004,70,Female,0,24321
SCO,2004,71,Female,2,23495
SCO,2004,72,Female,0,23983
SCO,2004,73,Female,2,23236
SCO,2004,74,Female,0,22591
SCO,2004,75,Female,0,21532
SCO,2004,76,Female,0,19893
SCO,2004,77,Female,0,19340
SCO,2004,78,Female,1,19140
SCO,2004,79,Female,0,17747
SCO,2004,80,Female,0,17034
SCO,2004,81,Female,0,15632
SCO,2004,82,Female,0,15391
SCO,2004,83,Female,0,15395
SCO,2004,84,Female,0,14768
SCO,2004,85,Female,0,9435
SCO,2004,86,Female,0,8084
SCO,2004,87,Female,0,7563
SCO,2004,88,Female,0,7162
SCO,2004,89,Female,0,6540
SCO,2004,90 & over,Female,1,21771
SCO,2005,16,Female,391,30968
SCO,2005,17,Female,442,31885
SCO,2005,18,Female,363,31674
SCO,2005,19,Female,379,33611
SCO,2005,20,Female,326,34428
SCO,2005,21,Female,299,33374
SCO,2005,22,Female,342,33633
SCO,2005,23,Female,372,33984
SCO,2005,24,Female,324,34057
SCO,2005,25,Female,313,33189
SCO,2005,26,Female,310,31158
SCO,2005,27,Female,262,29272
SCO,2005,28,Female,248,28416
SCO,2005,29,Female,237,30590
SCO,2005,30,Female,242,31381
SCO,2005,31,Female,232,31771
SCO,2005,32,Female,251,34109
SCO,2005,33,Female,237,36806
SCO,2005,34,Female,233,38782
SCO,2005,35,Female,206,38407
SCO,2005,36,Female,215,39974
SCO,2005,37,Female,235,41032
SCO,2005,38,Female,201,41242
SCO,2005,39,Female,188,41347
SCO,2005,40,Female,205,42499
SCO,2005,41,Female,176,42639
SCO,2005,42,Female,154,42355
SCO,2005,43,Female,130,41036
SCO,2005,44,Female,126,40564
SCO,2005,45,Female,111,39099
SCO,2005,46,Female,95,39091
SCO,2005,47,Female,85,38141
SCO,2005,48,Female,71,37154
SCO,2005,49,Female,55,35953
SCO,2005,50,Female,54,34593
SCO,2005,51,Female,43,34252
SCO,2005,52,Female,34,33604
SCO,2005,53,Female,32,32561
SCO,2005,54,Female,20,33293
SCO,2005,55,Female,34,33473
SCO,2005,56,Female,20,34588
SCO,2005,57,Female,27,35854
SCO,2005,58,Female,27,39020
SCO,2005,59,Female,13,29998
SCO,2005,60,Female,9,28994
SCO,2005,61,Female,11,29748
SCO,2005,62,Female,8,29465
SCO,2005,63,Female,3,27556
SCO,2005,64,Female,4,26172
SCO,2005,65,Female,10,26954
SCO,2005,66,Female,4,26696
SCO,2005,67,Female,2,26264
SCO,2005,68,Female,3,25797
SCO,2005,69,Female,1,25329
SCO,2005,70,Female,0,24763
SCO,2005,71,Female,2,23813
SCO,2005,72,Female,0,22994
SCO,2005,73,Female,0,23407
SCO,2005,74,Female,1,22533
SCO,2005,75,Female,0,21870
SCO,2005,76,Female,0,20737
SCO,2005,77,Female,0,19083
SCO,2005,78,Female,0,18487
SCO,2005,79,Female,1,18256
SCO,2005,80,Female,0,16780
SCO,2005,81,Female,0,16013
SCO,2005,82,Female,0,14582
SCO,2005,83,Female,0,14198
SCO,2005,84,Female,0,14137
SCO,2005,85,Female,0,13489
SCO,2005,86,Female,0,8550
SCO,2005,87,Female,0,7175
SCO,2005,88,Female,0,6594
SCO,2005,89,Female,0,6162
SCO,2005,90 & over,Female,0,22119
SCO,2006,16,Female,419,30946
SCO,2006,17,Female,412,31139
SCO,2006,18,Female,459,32372
SCO,2006,19,Female,420,33861
SCO,2006,20,Female,344,34748
SCO,2006,21,Female,350,35204
SCO,2006,22,Female,361,33319
SCO,2006,23,Female,355,33542
SCO,2006,24,Female,394,34045
SCO,2006,25,Female,343,34135
SCO,2006,26,Female,318,33301
SCO,2006,27,Female,285,31371
SCO,2006,28,Female,287,29539
SCO,2006,29,Female,255,28726
SCO,2006,30,Female,268,30782
SCO,2006,31,Female,271,31588
SCO,2006,32,Female,269,31949
SCO,2006,33,Female,277,34309
SCO,2006,34,Female,279,37010
SCO,2006,35,Female,240,38906
SCO,2006,36,Female,235,38649
SCO,2006,37,Female,226,40136
SCO,2006,38,Female,208,41128
SCO,2006,39,Female,200,41296
SCO,2006,40,Female,205,41370
SCO,2006,41,Female,197,42574
SCO,2006,42,Female,168,42637
SCO,2006,43,Female,147,42418
SCO,2006,44,Female,151,41010
SCO,2006,45,Female,134,40495
SCO,2006,46,Female,104,39083
SCO,2006,47,Female,85,39087
SCO,2006,48,Female,93,38082
SCO,2006,49,Female,77,37082
SCO,2006,50,Female,58,35926
SCO,2006,51,Female,50,34598
SCO,2006,52,Female,51,34203
SCO,2006,53,Female,41,33599
SCO,2006,54,Female,35,32551
SCO,2006,55,Female,36,33243
SCO,2006,56,Female,24,33336
SCO,2006,57,Female,25,34498
SCO,2006,58,Female,24,35735
SCO,2006,59,Female,22,38927
SCO,2006,60,Female,9,29863
SCO,2006,61,Female,7,28842
SCO,2006,62,Female,13,29521
SCO,2006,63,Female,8,29230
SCO,2006,64,Female,2,27306
SCO,2006,65,Female,1,25877
SCO,2006,66,Female,3,26606
SCO,2006,67,Female,1,26315
SCO,2006,68,Female,3,25919
SCO,2006,69,Female,0,25393
SCO,2006,70,Female,0,24870
SCO,2006,71,Female,1,24290
SCO,2006,72,Female,0,23251
SCO,2006,73,Female,0,22459
SCO,2006,74,Female,0,22722
SCO,2006,75,Female,0,21821
SCO,2006,76,Female,0,21076
SCO,2006,77,Female,0,19893
SCO,2006,78,Female,1,18255
SCO,2006,79,Female,0,17587
SCO,2006,80,Female,0,17310
SCO,2006,81,Female,1,15729
SCO,2006,82,Female,0,14970
SCO,2006,83,Female,0,13520
SCO,2006,84,Female,0,13034
SCO,2006,85,Female,0,12926
SCO,2006,86,Female,0,12264
SCO,2006,87,Female,0,7636
SCO,2006,88,Female,0,6320
SCO,2006,89,Female,0,5750
SCO,2006,90 & over,Female,0,22387
SCO,2007,16,Female,384,31885
SCO,2007,17,Female,353,31618
SCO,2007,18,Female,371,31880
SCO,2007,19,Female,383,34522
SCO,2007,20,Female,330,35201
SCO,2007,21,Female,342,34705
SCO,2007,22,Female,341,34996
SCO,2007,23,Female,332,33586
SCO,2007,24,Female,355,33892
SCO,2007,25,Female,373,34608
SCO,2007,26,Female,333,34452
SCO,2007,27,Female,320,33791
SCO,2007,28,Female,250,31865
SCO,2007,29,Female,253,30026
SCO,2007,30,Female,213,29183
SCO,2007,31,Female,240,31146
SCO,2007,32,Female,219,31948
SCO,2007,33,Female,227,32297
SCO,2007,34,Female,209,34664
SCO,2007,35,Female,237,37340
SCO,2007,36,Female,243,39167
SCO,2007,37,Female,211,38818
SCO,2007,38,Female,213,40360
SCO,2007,39,Female,203,41290
SCO,2007,40,Female,205,41414
SCO,2007,41,Female,178,41466
SCO,2007,42,Female,185,42641
SCO,2007,43,Female,157,42728
SCO,2007,44,Female,137,42443
SCO,2007,45,Female,136,41076
SCO,2007,46,Female,120,40506
SCO,2007,47,Female,71,39087
SCO,2007,48,Female,75,39108
SCO,2007,49,Female,56,38073
SCO,2007,50,Female,66,37107
SCO,2007,51,Female,52,35977
SCO,2007,52,Female,39,34569
SCO,2007,53,Female,32,34179
SCO,2007,54,Female,29,33575
SCO,2007,55,Female,37,32552
SCO,2007,56,Female,22,33211
SCO,2007,57,Female,17,33252
SCO,2007,58,Female,22,34411
SCO,2007,59,Female,20,35631
SCO,2007,60,Female,12,38866
SCO,2007,61,Female,9,29712
SCO,2007,62,Female,4,28662
SCO,2007,63,Female,7,29298
SCO,2007,64,Female,3,28977
SCO,2007,65,Female,5,27060
SCO,2007,66,Female,0,25593
SCO,2007,67,Female,5,26279
SCO,2007,68,Female,2,25912
SCO,2007,69,Female,4,25532
SCO,2007,70,Female,1,24996
SCO,2007,71,Female,1,24440
SCO,2007,72,Female,0,23735
SCO,2007,73,Female,1,22697
SCO,2007,74,Female,1,21830
SCO,2007,75,Female,0,22034
SCO,2007,76,Female,1,21091
SCO,2007,77,Female,2,20295
SCO,2007,78,Female,0,19097
SCO,2007,79,Female,0,17429
SCO,2007,80,Female,0,16676
SCO,2007,81,Female,1,16254
SCO,2007,82,Female,0,14710
SCO,2007,83,Female,0,13816
SCO,2007,84,Female,0,12454
SCO,2007,85,Female,0,11858
SCO,2007,86,Female,0,11652
SCO,2007,87,Female,0,11008
SCO,2007,88,Female,0,6665
SCO,2007,89,Female,0,5505
SCO,2007,90 & over,Female,0,22069
SCO,2008,16,Female,334,32414
SCO,2008,17,Female,300,32277
SCO,2008,18,Female,299,32339
SCO,2008,19,Female,300,34373
SCO,2008,20,Female,347,35736
SCO,2008,21,Female,306,35013
SCO,2008,22,Female,303,35066
SCO,2008,23,Female,304,34964
SCO,2008,24,Female,311,33658
SCO,2008,25,Female,292,34238
SCO,2008,26,Female,367,34902
SCO,2008,27,Female,302,34636
SCO,2008,28,Female,289,33978
SCO,2008,29,Female,242,32248
SCO,2008,30,Female,240,30453
SCO,2008,31,Female,232,29487
SCO,2008,32,Female,224,31440
SCO,2008,33,Female,238,32169
SCO,2008,34,Female,200,32608
SCO,2008,35,Female,223,34890
SCO,2008,36,Female,195,37544
SCO,2008,37,Female,173,39337
SCO,2008,38,Female,199,38996
SCO,2008,39,Female,188,40469
